db_id,id_within_district,HSD,Name,Level,Authority,Ownership,NHPI Code,HSDT Code
1303,49,Rukiga North HSD,Kitojo Health Centre II,HC II,MOH,Govt,HFN78FXM2,SCARRIV39/PALTIMGP9/8001
1304,50,Ndorwa West HSD,Kitooma Health Centre II,HC II,MOH,Govt,HFSHLEUF8,SCUNM2U90/PAUMMY4N4/8001
1305,51,Rukiga North HSD,Kitunga (Kabale) Health Centre II,HC II,MOH,Govt,HFI3R8TA1,SCVGBQ3U3/PAJMFGRG7/8001
1306,52,Kabale Municipality HSD,KMC Clinic Health Centre II,HC II,MOH,Govt,HF95LPI70,SCGXH7O92/PAY9U9HV1/8002
1307,53,Ndorwa East HSD,Kyanamira Health Centre III,HC III,MOH,Govt,HFINUHBS3,SCJPZBDG8/PAZPXPRD1/8002
1308,54,Ndorwa West HSD,Kyasano Health Centre II,HC II,MOH,Govt,HFPPJJI65,SCRGJY2L0/PAGNX9IV1/8001
1309,55,Rukiga South HSD,Kyerero Health Centre II,HC II,MOH,Govt,HFO3NFJY1,SCK9JPBW4/PA9NQ9S98/8001
1310,56,Ndorwa East HSD,Kyobugombe Health Centre II,HC II,MOH,Govt,HFX8MH926,SCDPWHSJ0/PA3MJ4Z85/8001
1311,57,Rukiga South HSD,Kyogo Health Centre III,HC III,MOH,Govt,HFIRGTZP1,SC52XT4U7/PA652LSW7/8001
1312,58,Ndorwa East HSD,Maziba Health Centre IV,HC IV,MOH,Govt,HFY5IWO74,SCG7OPPI2/PABA3TD71/8002
1313,59,Ndorwa East HSD,Maziba Parish Health Centre II,HC II,NGO,PNFP,HF8938749,SCG7OPPI2/PABA3TD71/8001
1314,60,Rukiga North HSD,Mparo Health Centre IV,HC IV,MOH,Govt,HF9MCZOW0,SCARRIV39/PAVXVOFA9/8001
1315,61,Ndorwa West HSD,Muguri Health Centre II,HC II,NGO,PNFP,HFSL6DCT4,SCUNM2U90/PAW4C2M84/8002
1316,62,Rukiga South HSD,Muhanga Health Centre II,HC II,NGO,PNFP,HFYS4G7P1,SCIH3OCY5/PA2GC5225/8001
1317,63,Ndorwa East HSD,Mukokye Health Centre II,HC II,NGO,PNFP,HFFCHWAG2,SCG7OPPI2/PA5OQLS78/8001
1318,64,Rukiga North HSD,Mukyogo Health Centre II,HC II,MOH,Govt,HFVUMDR77,SCVGBQ3U3/PAU5CACO9/8001
1319,65,Ndorwa East HSD,MUYEBE COU Health Centre II,HC II,UPMB,PNFP,HFYFF3D82,SCP6XIMY5/PAJ5DPBZ4/8001
1320,66,Ndorwa East HSD,Muyumbu Health Centre II,HC II,MOH,Govt,HF74FGKE6,SCJPZBDG8/PA4GNC239/8001
1321,67,Kabale Municipality HSD,Mwajari  Health Centre II,HC II,MOH,Govt,HFAIMAWS1,SC4Z2UXN3/PALVRCJ83/8001
1322,68,Kabale Municipality HSD,Ndorwa Prisons Health Centre II,HC II,UPS,Govt,HFQBBBWS7,SCGXH7O92/PA5C536N8/8001
1323,69,Rukiga North HSD,Noozi Health Centre II,HC II,MOH,Govt,HFF7VB9Q1,SCARRIV39/PAGW2YKR9/8001
1324,70,Rukiga South  HSD,NYABIREREMA Health Centre II,HC II,NGO,PNFP,HFH8MD586,SCIH3OCY5/PADGO5OX9/8001
1325,71,Ndorwa East HSD,Nyabushabi Health Centre II,HC II,MOH,Govt,HFAJKOON9,SCJPZBDG8/PALWWKT28/8001
1326,72,Rukiga North HSD,Nyakarambi Health Centre II,HC II,NGO,PNFP,HFPU3JP80,SCARRIV39/PAXN3J2L2/8002
1327,73,Ndorwa East HSD,Nyakasharara Health Centre II,HC II,MOH,Govt,HF63KFEW4,SCDPWHSJ0/PAR5WLYF9/8001
1328,74,Rukiga North HSD,Nyakashebeya Health Centre II,HC II,MOH,Govt,HFA5MKBB7,SCVGBQ3U3/PALWOATP2/8001
1329,75,Rukiga South  HSD,Nyakihanga Health Centre II,HC II,NGO,PNFP,HFL8UIT92,SC52XT4U7/PAPSXK6M8/8001
1330,76,Ndorwa West HSD,Nyamiryango Health Centre II,HC II,MOH,Govt,HFJ9ON679,SCZ7EJS94/PAAQ5H6R8/8001
1331,77,Ndorwa East HSD,Nyanja (Kabale) Health Centre II,HC II,MOH,Govt,HF66T4YJ1,SCG7OPPI2/PA292PMF9/8001
1332,78,Rukiga North HSD,Nyarurambi Health Centre II,HC II,MOH,Govt,HFWZMEY39,SCARRIV39/PAXN3J2L2/8001
1333,79,Kabale Municipality HSD,Police Barracks Health Centre II,HC II,UPF,Govt,HFLWQ2UA2,SCGXH7O92/PAY9U9HV1/8001
1334,80,Rukiga South  HSD,Rotom (Kabale) Health Centre II,HC II,NGO,PNFP,HFCDXKXC9,SCIH3OCY5/PAE5IZ9M4/8001
1335,81,Ndorwa West HSD,Rubaya (Kabale) Health Centre II,HC II,NGO,PNFP,HF4GKFHF3,SCZ7EJS94/PAVZMJ696/8001
1336,82,Ndorwa West HSD,Rubaya Health Centre IV,HC IV,MOH,Govt,HFSI86NH7,SCUNM2U90/PAW4C2M84/8001
1337,83,Ndorwa East HSD,RUBIRA SOLIDALE Health Centre II,HC II,NGO,PNFP,HFGKXFJV5,SCJPZBDG8/PAZPXPRD1/8001
1338,84,Kabale Municipality HSD,Rugarama  General Hospital,Hospital,NGO,PNFP,HFETDLQC1,SC4Z2UXN3/PA2BVFER8/8001
1339,85,Kabale Municipality HSD,Rushoroza Health Centre IV,HC IV,NGO,PNFP,HFTSM6DW0,SCGXH7O92/PAUYRGGN1/8001
1340,86,Ndorwa East HSD,Rusikizi Health Centre II,HC II,MOH,Govt,HFJCS5D64,SCG7OPPI2/PA4AXOK82/8001
1341,87,Kabale Municipality HSD,Rutoma Health Centre II,HC II,MOH,Govt,HFBGALWZ9,SC4Z2UXN3/PAZ8ESJ95/8001
1342,88,Rukiga North HSD,Rwanjura Health Centre II,HC II,MOH,Govt,HFJC6QO27,SCARRIV39/PAC5VSPI2/8001
1343,89,Ndorwa West HSD,Rwanyena Health Centre II,HC II,NGO,PNFP,HF2XDZ5C4,SCUNM2U90/PAJX8GT41/8001
1344,90,Ndorwa East HSD,Rwene Health Centre II,HC II,MOH,Govt,HFZQILGK4,SCP6XIMY5/PA7AX7K54/8001
1345,91,Rukiga South HSD,Rwenyangye Health Centre II,HC II,MOH,Govt,HF4WF3VQ2,SC52XT4U7/PAHTOE522/8001
1346,92,Kabale Municipality HSD,St Johns Bugongi Health Centre II,HC II,UEC (UCMB),PNFP,HFEKBR9X3,SC4Z2UXN3/PACIDFKE5/8001
1347,1,Fortportal Municipality HSD,Ageteraine nursing home Health Centre II,HC II,Private,PFP,HFRK7GPZ0,SCLQHDG84/PAAKBE8Z3/8001
1348,2,Fortportal Municipality HSD,Alpine clinic Health Centre II,HC II,Private,PFP,HF2DTJCC1,SC3FLHAX6/PAM8K4688/8007
1349,3,Bunyangabu HSD,Andre Medical Centre Health Centre II,HC II,Private,PFP,HFDUDXCO1,SCJFSXB68/PAVHUSYF2/8002
1350,4,Burahya HSD,Bukuku Health Centre IV,HC IV,MOH,Govt,HFYTGCRO6,SCCEAI6B6/PAZGJK6M4/8001
1351,5,Burahya HSD,Buzirasagama Health Centre II,HC II,Private,PFP,HFWLD7827,SCFKAY4V6/PA82TZIU9/8005
1352,6,Bunyangabu HSD,Editine Health Centre II,HC II,Private,PFP,HFYFJJKZ9,SCVVOQRM8/PA7XOLGY1/8003
1353,7,Fortportal Municipality HSD,Fort Portal (Buhinga ) Regional Blood Bank,RBB,UBTS,Govt,HF3SK7RC5,SC3FLHAX6/PAM8K4688/8006
1354,8,Fortportal Municipality HSD,Fort Portal Regional Referral Hospital,RRH,MOH,Govt,HF8TH99P5,SC3FLHAX6/PAM8K4688/8005
1355,9,Burahya HSD,Ibaale Health Centre II,HC II,MOH,Govt,HF7PGW6D7,SCFKAY4V6/PAEOU2SA1/8001
1356,10,Burahya HSD,Iruhura COU Health Centre III,HC III,UPMB,PNFP,HFT6KGJR0,SCMHTDZV7/PAESRUFQ6/8001
1357,11,Bunyangabu HSD,Kabahango Health Centre II,HC II,MOH,Govt,HFKKWGLI2,SCLQE68Z8/PANCFDFV5/8001
1358,12,Fortportal Municipality HSD,Kabarole COU  General Hospital,Hospital,UPMB,PNFP,HFB6ZG8A4,SC3FLHAX6/PAM8K4688/8004
1359,13,Burahya HSD,Kabende Health Centre III,HC III,MOH,Govt,HFFOIEKD3,SCXKKIK75/PA6XKGZZ8/8001
1360,14,Bunyangabu HSD,Kabonero Health Centre II,HC II,MOH,Govt,HFOS8WOI1,SCORKSN38/PADLQJG47/8001
1361,15,Fortportal Municipality HSD,Kagote Health Centre III,HC III,MOH,Govt,HFIDDQUI4,SCLQHDG84/PAUVTIN67/8001
1362,16,Burahya HSD,Kahangi Health Centre II,HC II,MOH,Govt,HFGPJ89U8,SCXKKIK75/PA44ANDA3/8001
1363,17,Bunyangabu HSD,Kahondo Health Centre II,HC II,MOH,Govt,HF5OTYIP4,SCG38Z2R2/PAAPX66H9/8001
1364,18,Bunyangabu HSD,Kakinga Health Centre II,HC II,MOH,Govt,HFW8FYVC9,SCPVCAQV8/PAEW64TV5/8001
1365,19,Burahya HSD,Karambi Health Centre III,HC III,MOH,Govt,HFZUSD5G3,SCNIRWKD3/PA7PYPAI1/8003
1366,20,Burahya HSD,Kasenda Health Centre III,HC III,MOH,Govt,HF7KXLB84,SCMHTDZV7/PAB6B92Y5/8001
1367,21,Burahya HSD,Kasessenge Health Centre II,HC II,MOH,Govt,HFI7CT8K5,SCIV3SQT8/PA52AJTB7/8001
1368,22,Bunyangabu HSD,Kasunganyanja Health Centre III,HC III,MOH,Govt,HFSCRRXA8,SCJFSXB68/PAVHUSYF2/8001
1369,23,Fortportal Municipality HSD,Kasusu Health Centre III,HC III,MOH,Govt,HF534V746,SC3FLHAX6/PATVC2FC5/8001
1370,24,Burahya HSD,Kaswa Health Centre III,HC III,MOH,Govt,HFIYXC696,SCFKAY4V6/PA82TZIU9/8004
1371,25,Fortportal Municipality HSD,Kataraka Health Centre IV,HC IV,MOH,Govt,HFGUITYZ9,SCIQ7BNJ3/PAG6JJKD8/8001
1372,26,Bunyangabu HSD,Katebwa Health Centre II,HC II,MOH,Govt,HFH9ACL36,SCV3H7OD2/PA9Y6SY23/8001
1373,27,Fortportal Municipality HSD,Katojo prisons Health Centre III,HC III,UPS,Govt,HF9NV3VD6,SCLQHDG84/PAPGZGOU3/8002
1374,28,Burahya HSD,Kiamara Health Centre II,HC II,CBO,PNFP,HFMHL62L1,SCFKAY4V6/PA82TZIU9/8003
1375,29,Burahya HSD,Kibale Health Centre II,HC II,Private,PFP,HFDXK6W94,SCD6LIUL4/PADKQRS92/8001
1376,30,Bunyangabu HSD,Kibate Health Centre II,HC II,MOH,Govt,HFQ3PSJ61,SCV3H7OD2/PASMOCQ74/8002
1377,31,Bunyangabu HSD,Kibiito Health Centre IV,HC IV,MOH,Govt,HFEI9ZMB5,SCVVOQRM8/PA7XOLGY1/8002
1378,32,Bunyangabu HSD,Kibota Health Centre II,HC II,MOH,Govt,HF3YX8EM2,SCLQE68Z8/PACEREXQ6/8001
1379,33,Bunyangabu HSD,Kicuucu Health Centre II,HC II,MOH,Govt,HFUU82ZW9,SCG38Z2R2/PAQPK3QM8/8001
1380,34,Burahya HSD,Kicwamba (Kabarole) Health Centre III,HC III,MOH,Govt,HFOZRX4S9,SCFRY8IJ9/PA4IY4BB2/8001
1381,35,Burahya HSD,Kida  General Hospital,Hospital,Private,PFP,HFONP36A2,SCD6LIUL4/PAA7SRWO9/8003
1382,36,Burahya HSD,Kidubuli Health Centre II,HC II,MOH,Govt,HFNQ7ASA6,SCFKAY4V6/PAB7EZBI2/8001
1383,37,Burahya HSD,Kiguma Health Centre II,HC II,MOH,Govt,HFCBSRXE3,SCCEAI6B6/PA9LW5AN7/8001
1384,38,Burahya HSD,Kihembo SDA Dispensary Health Centre II,HC II,SDA,PNFP,HFME2BAH1,SCNIRWKD3/PA7PYPAI1/8002
1385,39,Burahya HSD,Kijura Health Centre III,HC III,MOH,Govt,HF46GMHW5,SCIV3SQT8/PA6ZH98J1/8001
1386,40,Burahya HSD,Kiko Health Centre III,HC III,CBO,PNFP,HFQLHEPO6,SCVCEMC23/PAYJAMHD7/8001
1387,41,Burahya HSD,Kirere Health Centre II,HC II,MOH,Govt,HFSGXKKO3,SCXKKIK75/PAK7TYGK3/8001
1388,42,Fortportal Municipality HSD,Kisakye clinic (Fort Portal) Health Centre II,HC II,Private,PFP,HF9VPH245,SC3FLHAX6/PAM8K4688/8003
1389,43,Bunyangabu HSD,Kisomoro Health Centre III,HC III,MOH,Govt,HFL8GXLB9,SCG38Z2R2/PAGGOJTF0/8001
1390,44,Burahya HSD,Kitule Health Centre II,HC II,MOH,Govt,HFKI8F4Z4,SCXKKIK75/PAT6Y4B76/8001
1391,45,Bunyangabu HSD,Kiyombya Health Centre III,HC III,MOH,Govt,HFPBNMQW9,SCLQE68Z8/PAOZWOO28/8001
1392,46,Fortportal Municipality HSD,Lillah muslim Health Centre II,HC II,UMMB,PNFP,HFG4UJND1,SCIQ7BNJ3/PALTZPVV5/8002
1393,47,Burahya HSD,Maranatha Health Centre III,HC III,Private,PFP,HFTZ7HOX6,SCNIRWKD3/PA7PYPAI1/8001
1394,48,Fortportal Municipality HSD,Mariestopes (Fort Portal) Health Centre II,HC II,Private,PFP,HFI4RC9C5,SC3FLHAX6/PAM8K4688/8002
1395,49,Bunyangabu HSD,Mitandi Dispensary Health Centre III,HC III,SDA,PNFP,HFLEYIVH0,SCV3H7OD2/PA6GIFDY6/8001
1396,50,Burahya HSD,Mpanga estate Health Centre II,HC II,CBO,PNFP,HF5LZNGB6,SCFKAY4V6/PA82TZIU9/8002
1397,51,Fortportal Municipality HSD,Mucwa Health Centre II,HC II,MOH,Govt,HFVGFXCF5,SC3FLHAX6/PALFDJMO1/8002
1398,52,Burahya HSD,Mugusu Health Centre III,HC III,MOH,Govt,HF3UYLCP9,SC86CQKU2/PAF7HEVU7/8001
1399,53,Fortportal Municipality HSD,Muhooti barraccks Health Centre III,HC III,UPDF,Govt,HFX5KDEK3,SCLQHDG84/PAPGZGOU3/8001
1400,54,Bunyangabu HSD,Mujunju Health Centre II,HC II,MOH,Govt,HF87NZYE8,SCJFSXB68/PAEKAP984/8001
1401,55,Burahya HSD,Ngombe orthodox Health Centre II,HC II,Orthodox,PNFP,HFJ5NETB0,SCFKAY4V6/PA82TZIU9/8001
1402,56,Bunyangabu HSD,Nightingale Health Centre II,HC II,Private,PFP,HFRXDL5O2,SCVVOQRM8/PA7XOLGY1/8001
1403,57,Burahya HSD,Nkuruba Health Centre III,HC III,UEC (UCMB),PNFP,HFIQM43N1,SCD6LIUL4/PAA7SRWO9/8002
1404,58,Burahya HSD,Nsorro Health Centre II,HC II,MOH,Govt,HFWJGHFU0,SCIV3SQT8/PAWXWHDS6/8002
1405,59,Burahya HSD,Nyabuswa Health Centre II,HC II,MOH,Govt,HF7Y3FCX2,SC86CQKU2/PA2ESAOY0/8001
1406,60,Burahya HSD,Nyakitokoli Health Centre II,HC II,MOH,Govt,HF9RHOPD9,SCBQ5FKL4/PALRZABT9/8001
1407,61,Bunyangabu HSD,Nyamiseke Health Centre II,HC II,MOH,Govt,HF65AH8M9,SCLQE68Z8/PA3TVVWG5/8001
1408,62,Burahya HSD,Nyantaboma Health Centre II,HC II,MOH,Govt,HFAI4JYF5,SCFRY8IJ9/PAZL6BTK6/8001
1409,63,Fortportal Municipality HSD,Police clinic (Kabarole) Health Centre II,HC II,UPF,Govt,HF4UL86V7,SCIQ7BNJ3/PALTZPVV5/8001
1410,64,Bunyangabu HSD,Rambia Health Centre III,HC III,SDA,PNFP,HFAWJYNT5,SCV3H7OD2/PASMOCQ74/8001
1411,65,Fortportal Municipality HSD,Reproductive health uganda (Fort Portal),HC II,Private,PFP,HF6L4XNN2,SCLQHDG84/PAGFGUDT9/8001
,,,Health Centre II,,,,,
1412,66,Burahya HSD,Rubingo Health Centre II,HC II,MOH,Govt,HFYEQW3I7,SCNIRWKD3/PA6ZIMQT9/8001
1413,67,Bunyangabu HSD,Rubona Health Centre II,HC II,MOH,Govt,HFAIEXSW7,SCAIL8V99/PAUZUX2T5/8001
1414,68,Burahya HSD,Rurama (Kabarole) Health Centre II,HC II,MOH,Govt,HFZMUCFZ2,SCD6LIUL4/PADKQRS92/8002
1415,69,Burahya HSD,Ruteete Health Centre III,HC III,MOH,Govt,HFG635MC0,SCD6LIUL4/PAA7SRWO9/8001
1416,70,Bunyangabu HSD,Rwagimba Health Centre III,HC III,MOH,Govt,HFSBKIVS6,SCORKSN38/PAHFNCSE3/8001
1417,71,Bunyangabu HSD,Rwimi Health Centre III,HC III,MOH,Govt,HFRWM78X3,SCYG8BAH2/PANPAJWZ8/8001
1418,72,Bunyangabu HSD,Rwimi Prison Health Centre II,HC II,UPS,Govt,HFBXV4HE8,SCYG8BAH2/PARU2NOI9/8001
1419,73,Fortportal Municipality HSD,Sarah medical centre Health Centre II,HC II,Private,PFP,HFPH4G5E7,SC3FLHAX6/PAM8K4688/8001
1420,74,Burahya HSD,Toro kahuna Health Centre III,HC III,CBO,PNFP,HFXM8WAO6,SCIV3SQT8/PAWXWHDS6/8001
1421,75,Fortportal Municipality HSD,Virika  General Hospital,Hospital,UEC (UCMB),PNFP,HFQVYJZZ4,SC3FLHAX6/PALFDJMO1/8001
1422,76,Bunyangabu HSD,Yerya Health Centre III,HC III,UEC (UCMB),PNFP,HFLX8YG45,SCVVOQRM8/PALNKPPB1/8001
1423,1,Kalaki HSD,Abalang Health Centre II,HC II,Private,PFP,HFHIV9HI3,SCY4RUWR2/PAHS2ISO5/8001
1424,2,Kaberamaido HSD,Abirabira Health Centre II,HC II,MOH,Govt,HFAO3DCR5,SC8SATP59/PA3M6JOU6/8001
1425,3,Kaberamaido HSD,Alem Church Of Uganda Health Centre II,HC II,UPMB,PNFP,HFHX8SSC5,SCIO9K6A6/PA9B2PXW5/8003
1426,4,Kaberamaido HSD,Alwa Health Centre III,HC III,MOH,Govt,HF62JHUL1,SCP3PHJX7/PAWYJ54E2/8001
1427,5,Kalaki HSD,Anyara Health Centre III,HC III,MOH,Govt,HFGNOCZB2,SCY4RUWR2/PAM5LKNO5/8001
1428,6,Kalaki HSD,Apapai Health Centre III,HC III,MOH,Govt,HF82CI899,SC6OOBLU9/PAH643SV2/8001
1429,7,Kaberamaido HSD,Aperikira Health Centre III,HC III,MOH,Govt,HFUJKPES8,SC8SATP59/PALET9KG3/8001
1430,8,Kalaki HSD,Bululu COU Health Centre II,HC II,UPMB,PNFP,HFF9UCML2,SCHJLYSG6/PASJXAV22/8002
1431,9,Kalaki HSD,Bululu Health Centre III,HC III,MOH,Govt,HFGSH8C36,SCHJLYSG6/PASJXAV22/8001
1432,10,Kaberamaido HSD,Kaberamaido Catholic Mission Health Centre III,HC III,UEC (UCMB),PNFP,HFURPDTM9,SCIO9K6A6/PA3HKM5C5/8001
1433,11,Kaberamaido HSD,Kaberamaido Health Centre IV,HC IV,MOH,Govt,HFUNCJRO4,SCIO9K6A6/PA9B2PXW5/8001
1434,12,Kaberamaido HSD,Kaberamaido Prisons Clinic Health Centre II,HC II,UPS,Govt,HFK9C8YM5,SCIO9K6A6/PA9B2PXW5/8002
1435,13,Kaberamaido HSD,Kaburepoli Health Centre II,HC II,MOH,Govt,HF5OJX8A5,SCTUNMH86/PA96FPFF9/8001
1436,14,Kaberamaido HSD,Kagaa Medical Centre Health Centre II,HC II,Private,PFP,HFHEQMPP6,SCTUNMH86/PA7CC2O72/8001
1437,15,Kalaki HSD,Kakure Health Centre III,HC III,MOH,Govt,HF7D34LK3,SCA6PZXA9/PARCXHBU6/8001
1438,16,Kalaki HSD,Kalaki Health Centre III,HC III,MOH,Govt,HFGNT2AM3,SCMPEO8E6/PAOWSW8B1/8001
1439,17,Kaberamaido HSD,Kobulubulu Health Centre III,HC III,MOH,Govt,HFX9G7786,SC454ILL3/PAQKEVMG4/8001
1440,18,Kaberamaido HSD,Lubangaber Health Centre II,HC II,Private,PFP,HF2P3UQ98,SCIO9K6A6/PAEH7Q8H2/8001
1441,19,Kalaki HSD,Lwala  General Hospital,Hospital,UEC (UCMB),PNFP,HFKQMW2N3,SCMGHH7Z3/PA5OZ4H65/8001
1442,20,Kalaki HSD,Maddona Health Centre II,HC II,Private,PFP,HFNS34OW2,SCMGHH7Z3/PAUOO2QV9/8001
1443,21,Kaberamaido HSD,Murem Health Centre II,HC II,MOH,Govt,HFE43ZCO3,SC454ILL3/PA3QIB3B9/8001
1444,22,Kalaki HSD,Ochelakur Health Centre II,HC II,MOH,Govt,HFK3XYJB6,SCHJLYSG6/PAJQOA581/8001
1445,23,Kaberamaido HSD,Ochero Health Centre III,HC III,MOH,Govt,HFTBU2SE5,SCTUNMH86/PAD3SOTJ1/8001
1446,24,Kalaki HSD,Otuboi  Health Centre III,HC III,MOH,Govt,HFUU8SIY9,SCMGHH7Z3/PA3KZKA41/8002
1447,25,Kalaki HSD,Otuboi COU Health Centre II,HC II,UPMB,PNFP,HFPHMH8A9,SCMGHH7Z3/PA3KZKA41/8001
1448,26,Kaberamaido HSD,Pekagido Health Centre III,HC III,Private,PFP,HFHOQ7U68,SC454ILL3/PA2NO5ZR5/8001
1449,27,Kaberamaido HSD,Police Clinic (Kaberamaido) Health Centre II,HC II,UPF,Govt,HFQW8LSM6,SCIO9K6A6/PAHUXUN64/8001
1450,1,Buyaga HSD,Akwehaire Maternity Clinic,Clinic,Private,PFP,HFMZM9VI0,SCOHJCUY0/PA8AHNDY4/8002
1451,2,Buyaga HSD,Burora (Kagadi) Health Centre II,HC II,MOH,Govt,HF3C4DDX8,SC84CVPN7/PAQ5268U2/8001
1452,3,Buyaga HSD,Bwikara Health Centre III,HC III,MOH,Govt,HFC3TP9K5,SCMESE889/PAHUNR5Q4/8001
1453,4,Buyaga HSD,Clinic Centre Kagadi Clinic,Clinic,Private,PFP,HF98HKVL8,SCP27BIJ8/PAPEHSNG2/8002
1454,5,Buyaga HSD,Galiboleka Health Centre II,HC II,MOH,Govt,HFANOLAR8,SCFW4MFC5/PAJGJUOV2/8001
1455,6,Buyaga HSD,Isunga Health Centre III,HC III,MOH,Govt,HFPCZUNL0,SCAHX6621/PAM3XUW77/8001
1456,7,Buyaga HSD,Kagadi  General Hospital,Hospital,MOH,Govt,HFZNTVUH8,SCP27BIJ8/PALZ9RU34/8002
1457,8,Buyaga HSD,Kagadi Clinic Clinic,Clinic,Private,PFP,HFFC5SJR1,SCP27BIJ8/PAPEHSNG2/8001
1458,9,Buyaga HSD,Kahunde Health Centre II,HC II,UEC (UCMB),PNFP,HFG5IY4W2,SCAHX6621/PAW3WHL42/8001
1459,10,Buyaga HSD,Kinyarugonjo Health Centre III,HC III,NGO,PNFP,HF9DF7ET7,SCOHJCUY0/PALFJGZT2/8002
1460,11,Buyaga HSD,Kiryanga Health Centre III,HC III,MOH,Govt,HFEGED9Y3,SCNQMIHP0/PAOCOIKO0/8002
1461,12,Buyaga HSD,Kyabasara Health Centre II,HC II,MOH,Govt,HFM7AE3X9,SC89YS3T3/PAJ8IPZL8/8001
1462,13,Buyaga HSD,Kyakabadiima Health Centre II,HC II,MOH,Govt,HFN7JIUQ5,SC8YMVB39/PAW7YUQH8/8001
1463,14,Buyaga HSD,Kyamasega Health Centre II,HC II,MOH,Govt,HFNJ83JQ5,SCOHJCUY0/PA8AHNDY4/8001
1464,15,Buyaga HSD,Kyaterekera Health Centre III,HC III,MOH,Govt,HF5IHFUS9,SC9MQ4RO2/PAEBBVTB4/8001
1465,16,Buyaga HSD,Mabaale Health Centre III,HC III,MOH,Govt,HFDT8M9E7,SCOHJCUY0/PALFJGZT2/8001
1466,17,Buyaga HSD,Mpeefu A Health Centre II,HC II,MOH,Govt,HF4DVDW81,SCGWFVZP2/PAMFC43G3/8001
1467,18,Buyaga HSD,Mpeefu B Health Centre III,HC III,MOH,Govt,HFSIQMWY5,SCGWFVZP2/PAEQGNGT7/8001
1468,19,Buyaga HSD,Mugalike Health Centre II,HC II,MOH,Govt,HFYTEY7Y9,SCSLSJBO6/PAMIHCIH3/8001
1469,20,Buyaga HSD,Mugalike NGO Health Centre III,HC III,NGO,PNFP,HFXKNJGC4,SCSLSJBO6/PAMIHCIH3/8002
1470,21,Buyaga HSD,Muhorro Health Centre II,HC II,MOH,Govt,HFB3HOWK8,SCFW4MFC5/PAWTSO244/8001
1471,22,Buyaga HSD,Muhorro Kabuga Health Centre III,HC III,MOH,Govt,HF4XXCAR2,SCFW4MFC5/PA5EIVFZ2/8001
1472,23,Buyaga HSD,Muhorro Medical Centre Clinic,Clinic,Private,PFP,HFKAF9JX3,SC856I6L9/PA2KTGUX1/8001
1473,24,Buyaga HSD,Muhorro NGO Health Centre III,HC III,NGO,PNFP,HFO5W43J1,SCFW4MFC5/PAWTSO244/8002
1474,25,Buyaga HSD,Muziizi Tea Estate Health Centre II,HC II,Private,PFP,HFCGSPAF5,SCMESE889/PAYQ8U396/8001
1475,26,Buyaga HSD,Ndaiga Health Centre II,HC II,MOH,Govt,HF8ZL4ON9,SCGEE8MG7/PA3IW3O45/8001
1476,27,Buyaga HSD,Pios Clinic Clinic,Clinic,Private,PFP,HFWVAXS54,SC89YS3T3/PA44WEV96/8001
1477,28,Buyaga HSD,Rugashari Health Centre III,HC III,MOH,Govt,HFHPRLPE5,SCVXQDPR9/PA7HI6SU4/8001
1478,29,Buyaga HSD,St Ambrose Charity Health Centre IV,HC IV,Private,PFP,HF9UIOLH1,SCP27BIJ8/PALZ9RU34/8001
1479,30,Buyaga HSD,St John Medical Centre Clinic,Clinic,Private,PFP,HFZDB2VZ0,SCNQMIHP0/PACTHCG66/8001
1480,31,Buyaga HSD,St Norah Medical Centre Health Centre III,HC III,Private,PFP,HFIAAATR0,SCNQMIHP0/PAOCOIKO0/8001
1481,32,Buyaga HSD,St. Micheal Nyankoma Health Centre III,HC III,UEC (UCMB),PNFP,HFBE66724,SCFW4MFC5/PADKBNMW8/8001
1482,1,Bugangaizi HSD,Betania-Kasenyi Health Centre III,HC III,UPMB,PNFP,HFL26OFL3,SC4PHPXO4/PAVVUDSI8/8001
1483,2,Bugangaizi HSD,Birembo Health Centre II,HC II,MOH,Govt,HFFAMXZT0,SCYNGWC82/PAH6DFSZ1/8001
1484,3,Bugangaizi HSD,Igayaza Health Centre III,HC III,MOH,Govt,HFYZ3QG78,SCYNGWC82/PABBYOEP8/8004
1485,4,Bugangaizi HSD,Jordan Medical Health Centre II,HC II,Private,PFP,HFI22AYR3,SCYNGWC82/PABBYOEP8/8003
1486,5,Bugangaizi HSD,Kabuubwa Health Centre II,HC II,MOH,Govt,HFLY3FR62,SCI2ZPFO9/PAS93TD66/8002
1487,6,Bugangaizi HSD,Kagame  Health Centre III,HC III,Private,PFP,HFWTLQHJ1,SCYNGWC82/PABBYOEP8/8002
1488,7,Bugangaizi HSD,Kakindo Health Centre IV,HC IV,MOH,Govt,HFNWOBKY4,SC4PHPXO4/PAMLXVYQ4/8003
1489,8,Bugangaizi HSD,Kakumiro Central  Health Centre II,HC II,Private,PFP,HFGRXWOS6,SCDGNB7N0/PA42NT4E4/8003
1490,9,Bugangaizi HSD,Kakumiro Health Centre IV,HC IV,MOH,Govt,HFD73TW50,SCDGNB7N0/PA42NT4E4/8001
1491,10,Bugangaizi HSD,Kakumiro Medical  Health Centre II,HC II,Private,PFP,HFRHWLTW4,SCDGNB7N0/PA42NT4E4/8002
1492,11,Bugangaizi HSD,Kasambya (Kakumiro) Health Centre III,HC III,MOH,Govt,HFGX8PHR5,SCYU5ITT9/PAH929WU8/8002
